pmid	pmcid	doi	journal	year	title	reason_not_readable
36631609	PMC10091898	10.1038/s41586-022-05604-1	Nature	2023	Structural basis for intrinsic transcription termination.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36603811	PMC10036166	10.1038/s41586-022-05667-0	Nature	2023	Electrochemical reactor dictates site selectivity in N-heteroarene carboxylations.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599982	PMC9930641	10.1038/s41586-022-05565-5	Nature	2023	Structures and mechanisms of tRNA methylation by METTL1-WDR4.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599985	PMC11179147	10.1038/s41586-022-05566-4	Nature	2023	Structural basis of regulated m&lt;sup&gt;7&lt;/sup&gt;G tRNA modification by METTL1-WDR4.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599367	PMC9980163	10.1038/s41586-022-05613-0	Nature	2023	Identification of astrocyte regulators by nucleic acid cytometry.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599986	PMC9944513	10.1038/s41586-022-05574-4	Nature	2023	Metabolic regulation of species-specific developmental rates.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599369	PMC10481789	10.1038/s41586-022-05670-5	Nature	2023	Influenza vaccination reveals sex dimorphic imprints of prior mild COVID-19.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599989	PMC10732163	10.1038/s41586-022-05561-9	Nature	2023	Pathogenic bacteria modulate pheromone response to promote mating.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36599978	PMC9908556	10.1038/s41586-022-05556-6	Nature	2023	HIV silencing and cell survival signatures in infected T cell reservoirs.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36627417	PMC9888434	10.1038/d41586-023-00010-7	Nature	2023	Honour genetic diversity to realize health equity.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36544025	PMC7614651	10.1038/s41586-022-05553-9	Nature	2023	A cortico-collicular circuit for orienting to shelter during escape.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36544023	PMC10189659	10.1038/s41586-022-05551-x	Nature	2023	BRD8 maintains glioblastoma by epigenetic reprogramming of the p53 network.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36544024	PMC10681749	10.1038/s41586-022-05554-8	Nature	2023	Locus coeruleus activity improves cochlear implant performance.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36543321	PMC10018515	10.1038/s41586-022-05655-4	Nature	2023	Reconstruction and deconstruction of human somitogenesis in vitro.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36544021	PMC9949885	10.1038/s41586-022-05545-9	Nature	2023	R-loop-derived cytoplasmic RNA-DNA hybrids activate an immune response.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36517597	PMC9846577	10.1038/s41586-022-05527-x	Nature	2023	Periodic inhibition of Erk activity drives sequential somite segmentation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36477540	PMC9995219	10.1038/s41586-022-05507-1	Nature	2023	CLSTN3β enforces adipocyte multilocularity to facilitate lipid utilization.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36473497	PMC10436356	10.1038/s41586-022-05608-x	Nature	2023	Electrophotocatalytic oxygenation of multiple adjacent C-H bonds.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36450356	PMC10328120	10.1038/s41586-022-05588-y	Nature	2023	Structure-based design of bitopic ligands for the µ-opioid receptor.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36450357	PMC10184681	10.1038/s41586-022-05587-z	Nature	2023	Two broadly conserved families of polyprenyl-phosphate transporters.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36442502	PMC10091861	10.1038/s41586-022-05570-8	Nature	2023	Cryo-EM structures of the active NLRP3 inflammasome disc.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36410718	PMC9851994	10.1038/s41586-022-05555-7	Nature	2023	Pre-T cell receptor self-MHC sampling restricts thymocyte dedifferentiation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36418404	PMC10324966	10.1038/s41586-022-05471-w	Nature	2023	Structured cerebellar connectivity supports resilient pattern separation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
39695210		10.1038/s41586-024-08218-x	Nature	2024	Scalable production of ultraflat and ultraflexible diamond membrane.	no open full text in Europe PMC
39695208		10.1038/s41586-024-08236-9	Nature	2024	Growth-based monolithic 3D integration of single-crystal 2D semiconductors.	no open full text in Europe PMC
39695209		10.1038/s41586-024-08226-x	Nature	2024	Terahertz field-induced metastable magnetization near criticality in FePS<sub>3</sub>.	no open full text in Europe PMC
39695214		10.1038/s41586-024-08256-5	Nature	2024	<sup>229</sup>ThF<sub>4</sub> thin films for solid-state nuclear clocks.	no open full text in Europe PMC
39695213		10.1038/s41586-024-08238-7	Nature	2024	Atmospheric rivers cause warm winters and extreme heat events.	no open full text in Europe PMC
39695206		10.1038/s41586-024-08214-1	Nature	2024	Trimodal thermal energy storage material for renewable energy applications.	no open full text in Europe PMC
39663497		10.1038/s41586-024-08232-z	Nature	2024	Large global-scale vegetation sensitivity to daily rainfall variability.	no open full text in Europe PMC
39663488		10.1038/s41586-024-08117-1	Nature	2024	Lithium extraction from low-quality brines.	no open full text in Europe PMC
39633193		10.1038/s41586-024-08228-9	Nature	2024	Fast ground-to-air transition with avian-inspired multifunctional legs.	no open full text in Europe PMC
39633194		10.1038/s41586-024-08203-4	Nature	2024	Near-identical macromolecules spontaneously partition into concentric circles.	no open full text in Europe PMC
39633191		10.1038/s41586-024-08201-6	Nature	2024	In situ spheroid formation in distant submillimetre-bright galaxies.	no open full text in Europe PMC
39604616		10.1038/s41586-024-08141-1	Nature	2024	Why 'open' AI systems are actually closed, and why this matters.	no open full text in Europe PMC
39604725		10.1038/s41586-024-08035-2	Nature	2024	Early versus deferred use of CDK4/6 inhibitors in advanced breast cancer.	no open full text in Europe PMC
39604617		10.1038/s41586-024-08190-6	Nature	2024	Direct visualization of relativistic quantum scars in graphene quantum dots.	no open full text in Europe PMC
39567789		10.1038/s41586-024-08134-0	Nature	2024	Trion sensing of a zero-field composite Fermi liquid.	no open full text in Europe PMC
39567787		10.1038/s41586-024-08092-7	Nature	2024	Local probe of bulk and edge states in a fractional Chern insulator.	no open full text in Europe PMC
39567695		10.1038/s41586-024-08197-z	Nature	2024	Efficient green InP-based QD-LED by controlling electron injection and leakage.	no open full text in Europe PMC
39567791		10.1038/s41586-024-08179-1	Nature	2024	Photocatalytic low-temperature defluorination of PFASs.	no open full text in Europe PMC
39567790		10.1038/s41586-024-08153-x	Nature	2024	Direct magnetic imaging of fractional Chern insulators in twisted MoTe<sub>2</sub>.	no open full text in Europe PMC
39567788		10.1038/s41586-024-08123-3	Nature	2024	A giant planet transiting a 3-Myr protostar with a misaligned disk.	no open full text in Europe PMC
39537888		10.1038/s41586-024-08157-7	Nature	2024	Task-agnostic exoskeleton control via biological joint moment estimation.	no open full text in Europe PMC
39537883		10.1038/s41586-024-08094-5	Nature	2024	Accelerated formation of ultra-massive galaxies in the first billion years.	no open full text in Europe PMC
39537923		10.1038/s41586-024-08183-5	Nature	2024	Read-write mechanisms of H2A ubiquitination by Polycomb repressive complex 1.	no open full text in Europe PMC
39537889		10.1038/s41586-024-08091-8	Nature	2024	Charge-neutral electronic excitations in quantum insulators.	no open full text in Europe PMC
39506123		10.1038/s41586-024-08156-8	Nature	2024	Electrically driven long-range solid-state amorphization in ferroic In<sub>2</sub>Se<sub>3</sub>.	no open full text in Europe PMC
39506111		10.1038/s41586-024-08132-2	Nature	2024	Postsynaptic competition between calcineurin and PKA regulates mammalian sleep-wake cycles.	no open full text in Europe PMC
39506108		10.1038/s41586-024-08115-3	Nature	2024	A multicellular developmental program in a close animal relative.	no open full text in Europe PMC
39506121		10.1038/s41586-024-08149-7	Nature	2024	Observation of vortices in a dipolar supersolid.	no open full text in Europe PMC
39506124		10.1038/s41586-024-08155-9	Nature	2024	Bioelastic state recovery for haptic sensory substitution.	no open full text in Europe PMC
39506155		10.1038/s41586-024-08074-9	Nature	2024	Preferential occurrence of fast radio bursts in massive star-forming galaxies.	no open full text in Europe PMC
39506149		10.1038/s41586-024-07858-3	Nature	2024	Layered hybrid superlattices as designable quantum solids.	no open full text in Europe PMC
39506107		10.1038/s41586-024-08135-z	Nature	2024	Colibactin-driven colon cancer requires adhesin-mediated epithelial binding.	no open full text in Europe PMC
39478217		10.1038/s41586-024-08104-6	Nature	2024	How the extra X chromosome impairs the development of male fetal germ cells.	no open full text in Europe PMC
39478229		10.1038/s41586-024-08126-0	Nature	2024	Engineered odorant receptors illuminate the basis of odour discrimination.	no open full text in Europe PMC
39478209		10.1038/s41586-024-08067-8	Nature	2024	Scalable ultrastrong MXene films with superior osteogenesis.	no open full text in Europe PMC
39478222		10.1038/s41586-024-08118-0	Nature	2024	Phonon modes and electron-phonon coupling at the FeSe/SrTiO<sub>3</sub> interface.	no open full text in Europe PMC
39478225		10.1038/s41586-024-08133-1	Nature	2024	Polyclonal-to-monoclonal transition in colorectal precancerous evolution.	no open full text in Europe PMC
39478211		10.1038/s41586-024-08099-0	Nature	2024	Softening of the optical phonon by reduced interatomic bonding strength without depolarization.	no open full text in Europe PMC
39478214		10.1038/s41586-024-08055-y	Nature	2024	The oldest tadpole reveals evolutionary stability of the anuran life cycle.	no open full text in Europe PMC
39443804		10.1038/s41586-024-08080-x	Nature	2024	Carbon dioxide capture from open air using covalent organic frameworks.	no open full text in Europe PMC
39443801		10.1038/s41586-024-08065-w	Nature	2024	Selection bias obfuscates the discovery of fast radio burst sources.	no open full text in Europe PMC
39443797		10.1038/s41586-024-08076-7	Nature	2024	Differentiation fate of a stem-like CD4 T cell controls immunity to cancer.	no open full text in Europe PMC
39443802		10.1038/s41586-024-08079-4	Nature	2024	Soft-hard zwitterionic additives for aqueous halide flow batteries.	no open full text in Europe PMC
39443805		10.1038/s41586-024-08120-6	Nature	2024	The black hole low-mass X-ray binary V404 Cygni is part of a wide triple.	no open full text in Europe PMC
39415003		10.1038/s41586-024-08036-1	Nature	2024	Islands are key for protecting the world's plant endemism.	no open full text in Europe PMC
39401515		10.1038/s41586-024-08159-5	Nature	2024	Coherent growth of high-Miller-index facets enhances perovskite solar cells.	no open full text in Europe PMC
39415065		10.1038/s41586-024-07995-9	Nature	2024	Ultra-high-energy gamma-ray bubble around microquasar V4641 Sgr.	no open full text in Europe PMC
39415016		10.1038/s41586-024-08064-x	Nature	2024	The cool brown dwarf Gliese 229 B is a close binary.	no open full text in Europe PMC
39415011		10.1038/s41586-024-08066-9	Nature	2024	High CO&lt;sub&gt;2&lt;/sub&gt; dampens then amplifies N-induced diversity loss over 24 years.	no open full text in Europe PMC
39415019		10.1038/s41586-024-08050-3	Nature	2024	Terrestrial photosynthesis inferred from plant carbonyl sulfide uptake.	no open full text in Europe PMC
39415067		10.1038/s41586-024-08007-6	Nature	2024	The Massalia asteroid family as the origin of ordinary L chondrites.	no open full text in Europe PMC
39415014		10.1038/s41586-024-08037-0	Nature	2024	Harnessing plasticity in sequential metamaterials for ideal shock absorption.	no open full text in Europe PMC
39415018		10.1038/s41586-024-08045-0	Nature	2024	Electronic rotons and Wigner crystallites in a two-dimensional dipole liquid.	no open full text in Europe PMC
39401514		10.1038/s41586-024-08158-6	Nature	2024	Homogenized contact in all-perovskite tandems using tailored 2D perovskite.	no open full text in Europe PMC
39401516		10.1038/s41586-024-08160-y	Nature	2024	Isomeric diammonium passivation for perovskite-organic tandem solar cells.	no open full text in Europe PMC
39385050		10.1038/s41586-024-07978-w	Nature	2024	Permafrost slows Arctic riverbank erosion.	no open full text in Europe PMC
39385033		10.1038/s41586-024-08041-4	Nature	2024	Peptide programming of supramolecular vinylidene fluoride ferroelectric phases.	no open full text in Europe PMC
39385052		10.1038/s41586-024-07913-z	Nature	2024	Multi-qubit gates and Schrödinger cat states in an optical clock.	no open full text in Europe PMC
39385024		10.1038/s41586-024-08013-8	Nature	2024	Two waves of massive stars running away from the young cluster R136.	no open full text in Europe PMC
39385036		10.1038/s41586-024-08003-w	Nature	2024	Robust chemical analysis with graphene chemosensors and machine learning.	no open full text in Europe PMC
39358508		10.1038/s41586-024-07999-5	Nature	2024	Rapid homologue juxtaposition during meiotic chromosome pairing.	no open full text in Europe PMC
39358510		10.1038/s41586-024-07996-8	Nature	2024	Bulk high-temperature superconductivity in pressurized tetragonal La<sub>2</sub>PrNi<sub>2</sub>O<sub>7</sub>.	no open full text in Europe PMC
39358512		10.1038/s41586-024-08019-2	Nature	2024	Signature of the western boundary currents in local climate variability.	no open full text in Europe PMC
39358523		10.1038/s41586-024-07893-0	Nature	2024	Flickering gamma-ray flashes, the missing link between gamma glows and TGFs.	no open full text in Europe PMC
39358522		10.1038/s41586-024-07936-6	Nature	2024	Highly dynamic gamma-ray emissions are common in tropical thunderclouds.	no open full text in Europe PMC
39353570		10.1038/s41586-024-08110-8	Nature	2024	Silicon heterojunction back-contact solar cells by laser patterning.	no open full text in Europe PMC
39348872		10.1038/s41586-024-08103-7	Nature	2024	High-efficiency and thermally stable FACsPbI&lt;sub&gt;3&lt;/sub&gt; perovskite photovoltaics.	no open full text in Europe PMC
39326517		10.1038/s41586-024-08073-w	Nature	2024	Impurity-healing interface engineering for efficient perovskite submodules.	no open full text in Europe PMC
39322732		10.1038/s41586-024-07697-2	Nature	2024	On human-in-the-loop optimization of human-robot interaction.	no open full text in Europe PMC
39322678		10.1038/s41586-024-07992-y	Nature	2024	AARS1 and AARS2 sense L-lactate to regulate cGAS as global lysine lactyltransferases.	no open full text in Europe PMC
39322669		10.1038/s41586-024-07970-4	Nature	2024	Intragenic DNA inversions expand bacterial coding capacity.	no open full text in Europe PMC
39322731		10.1038/s41586-024-07905-z	Nature	2024	Microbial iron limitation in the ocean's twilight zone.	no open full text in Europe PMC
39322677		10.1038/s41586-024-07986-w	Nature	2024	Phages reconstitute NAD&lt;sup&gt;+&lt;/sup&gt; to counter bacterial immunity.	no open full text in Europe PMC
39322667		10.1038/s41586-024-07965-1	Nature	2024	Direct evidence for a carbon-carbon one-electron σ-bond.	no open full text in Europe PMC
39322674		10.1038/s41586-024-07977-x	Nature	2024	The evolution of private reputations in information-abundant landscapes.	no open full text in Europe PMC
39322668		10.1038/s41586-024-07958-0	Nature	2024	Nitrogen-doped amorphous monolayer carbon.	no open full text in Europe PMC
39294384		10.1038/s41586-024-07951-7	Nature	2024	Controlled patterning of crystalline domains by frontal polymerization.	no open full text in Europe PMC
39294348		10.1038/s41586-024-07879-y	Nature	2024	Black hole jets on the scale of the cosmic web.	no open full text in Europe PMC
39294380		10.1038/s41586-024-07949-1	Nature	2024	Opto-twistronic Hall effect in a three-dimensional spiral lattice.	no open full text in Europe PMC
39294350		10.1038/s41586-024-07859-2	Nature	2024	Dynamic transition and Galilean relativity of current-driven skyrmions.	no open full text in Europe PMC
39294382		10.1038/s41586-024-07964-2	Nature	2024	Rules of river avulsion change downstream.	no open full text in Europe PMC
39294377		10.1038/s41586-024-07933-9	Nature	2024	Micronuclear battery based on a coalescent energy transducer.	no open full text in Europe PMC
39261725		10.1038/s41586-024-07895-y	Nature	2024	Molecular programs guiding arealization of descending cortical pathways.	no open full text in Europe PMC
39261614		10.1038/s41586-024-07792-4	Nature	2024	Controllable p- and n-type behaviours in emissive perovskite semiconductors.	no open full text in Europe PMC
39260418		10.1038/s41586-024-08022-7	Nature	2024	Gasdermin D-mediated metabolic crosstalk promotes tissue repair.	no open full text in Europe PMC
39261735		10.1038/s41586-024-07925-9	Nature	2024	Two-dimensional-lattice-confined single-molecule-like aggregates.	no open full text in Europe PMC
39261613		10.1038/s41586-024-07677-6	Nature	2024	The emerging view on the origin and early evolution of eukaryotic cells.	no open full text in Europe PMC
39261612		10.1038/s41586-024-07679-4	Nature	2024	Extreme solar storms and the quest for exact dating with radiocarbon.	no open full text in Europe PMC
39261733		10.1038/s41586-024-07929-5	Nature	2024	A brain-to-gut signal controls intestinal fat absorption.	no open full text in Europe PMC
39261616		10.1038/s41586-024-07883-2	Nature	2024	Two-axis twisting using Floquet-engineered XYZ spin models with polar molecules.	no open full text in Europe PMC
39261726		10.1038/s41586-024-07902-2	Nature	2024	Linear symmetric self-selecting 14-bit kinetic molecular memristors.	no open full text in Europe PMC
39255850		10.1038/s41586-024-08004-9	Nature	2024	Stereospecific radical coupling with a non-natural photodecarboxylase.	no open full text in Europe PMC
39232158		10.1038/s41586-024-07906-y	Nature	2024	Engineered T cell therapy for central nervous system injury.	no open full text in Europe PMC
39232152		10.1038/s41586-024-07839-6	Nature	2024	Frequency ratio of the <sup>229m</sup>Th nuclear isomeric transition and the <sup>87</sup>Sr atomic clock.	no open full text in Europe PMC
39236747		10.1038/s41586-024-07997-7	Nature	2024	Perovskite/silicon tandem solar cells with bilayer interface passivation.	no open full text in Europe PMC
39232150		10.1038/s41586-024-07877-0	Nature	2024	Gravitational instability in a planet-forming disk.	no open full text in Europe PMC
39232163		10.1038/s41586-024-07783-5	Nature	2024	The hepatitis C virus envelope protein complex is a dimer of heterodimers.	no open full text in Europe PMC
39322726		10.1038/d41586-024-03006-z	Nature	2024	The gut microbiome and chronic pain.	no open full text in Europe PMC
39232146		10.1038/d41586-024-02658-1	Nature	2024	Breast cancer blocked by multiple natural lines of defence.	no open full text in Europe PMC
39322729		10.1038/d41586-024-03003-2	Nature	2024	How a 'pain-o-meter' could improve treatments.	no open full text in Europe PMC
39322723		10.1038/d41586-024-03002-3	Nature	2024	Pain: recognizing the power of non-pharmaceutical interventions.	no open full text in Europe PMC
39322730		10.1038/d41586-024-03009-w	Nature	2024	The trials and triumphs of sustainable science.	no open full text in Europe PMC
39322724		10.1038/d41586-024-03004-1	Nature	2024	Could biomarkers mean better pain treatment?	no open full text in Europe PMC
39322725		10.1038/d41586-024-03007-y	Nature	2024	A drug-free prescription for pain.	no open full text in Europe PMC
39232145		10.1038/d41586-024-02662-5	Nature	2024	Countdown to a nuclear clock.	no open full text in Europe PMC
39322727		10.1038/d41586-024-03005-0	Nature	2024	How pain is misunderstood and ignored in women.	no open full text in Europe PMC
39198603		10.1038/d41586-024-02436-z	Nature	2024	The heart is put at risk of rupture by cells bordering damaged tissue.	no open full text in Europe PMC
39322728		10.1038/d41586-024-03008-x	Nature	2024	Pain researchers must learn from the opioid crisis.	no open full text in Europe PMC
39198651		10.1038/s41586-024-07857-4	Nature	2024	Signatures of hybridization of multiple Majorana zero modes in a vortex.	no open full text in Europe PMC
39198652		10.1038/s41586-024-07880-5	Nature	2024	Long-lived isospin excitations in magic-angle twisted bilayer graphene.	no open full text in Europe PMC
39208847		10.1038/s41586-024-07989-7	Nature	2024	Electrocatalytic reductive deuteration of arenes and heteroarenes.	no open full text in Europe PMC
39198655		10.1038/s41586-024-07892-1	Nature	2024	Closed-loop transfer enables artificial intelligence to yield chemical knowledge.	no open full text in Europe PMC
39198671		10.1038/s41586-024-07761-x	Nature	2024	Superconductivity under pressure in a chromium-based kagome metal.	no open full text in Europe PMC
39198670		10.1038/s41586-024-07480-3	Nature	2024	Earth's ambipolar electrostatic field and its role in ion escape to space.	no open full text in Europe PMC
39198649		10.1038/s41586-024-07885-0	Nature	2024	Sperm-origin paternal effects on root stem cell niche differentiation.	no open full text in Europe PMC
39169248		10.1038/s41586-024-07798-y	Nature	2024	Chiral kagome superconductivity modulations with residual Fermi arcs.	no open full text in Europe PMC
39169194		10.1038/s41586-024-07870-7	Nature	2024	Chandrayaan-3 APXS elemental abundance measurements at lunar high latitude.	no open full text in Europe PMC
39169195		10.1038/s41586-024-07823-0	Nature	2024	Observation of the antimatter hypernucleus  H ¯    Λ ¯ 4.	no open full text in Europe PMC
39169189		10.1038/s41586-024-07826-x	Nature	2024	On-chip multi-degree-of-freedom control of two-dimensional materials.	no open full text in Europe PMC
39169177		10.1038/s41586-024-07822-1	Nature	2024	The periosteum provides a stromal defence against cancer invasion into the bone.	no open full text in Europe PMC
39169190		10.1038/s41586-024-07833-y	Nature	2024	Effective realization of abatement measures can reduce HFC-23 emissions.	no open full text in Europe PMC
39169184		10.1038/s41586-024-07852-9	Nature	2024	Human XPR1 structures reveal phosphate export mechanism.	no open full text in Europe PMC
39169246		10.1038/s41586-024-07771-9	Nature	2024	Attosecond delays in X-ray molecular ionization.	no open full text in Europe PMC
39169247		10.1038/s41586-024-07779-1	Nature	2024	Low-latitude mesopelagic nutrient recycling controls productivity and export.	no open full text in Europe PMC
39169187		10.1038/s41586-024-07864-5	Nature	2024	Structural insights into the high-affinity IgE receptor FcεRI complex.	no open full text in Europe PMC
39143216		10.1038/s41586-024-07815-0	Nature	2024	Structural basis for the activity of the type VII CRISPR-Cas system.	no open full text in Europe PMC
39143343		10.1038/s41586-024-07759-5	Nature	2024	On-chip topological beamformer for multi-link terahertz 6G to XG wireless.	no open full text in Europe PMC
39143211		10.1038/s41586-024-07810-5	Nature	2024	Substrate binding and inhibition mechanism of norepinephrine transporter.	no open full text in Europe PMC
39137897		10.1038/s41586-024-07907-x	Nature	2024	Amplification of autoimmune organ damage by NKp46-activated ILC1s.	no open full text in Europe PMC
39112707		10.1038/s41586-024-07782-6	Nature	2024	A nebular origin for the persistent radio emission of fast radio bursts.	no open full text in Europe PMC
39112701		10.1038/s41586-024-07796-0	Nature	2024	Dopamine reuptake and inhibitory mechanisms in human dopamine transporter.	no open full text in Europe PMC
39112703		10.1038/s41586-024-07804-3	Nature	2024	Structure of the human dopamine transporter in complex with cocaine.	no open full text in Europe PMC
39112697		10.1038/s41586-024-07731-3	Nature	2024	Unforeseen plant phenotypic diversity in a dry and grazed world.	no open full text in Europe PMC
39112711		10.1038/s41586-024-07793-3	Nature	2024	A spatial expression atlas of the adult human proximal small intestine.	no open full text in Europe PMC
39134763		10.1038/d41586-024-02434-1	Nature	2024	Rare developmental disorder caused by variants in a small RNA gene.	no open full text in Europe PMC
39143275		10.1038/d41586-024-02242-7	Nature	2024	How to design a protein that can be switched on and off.	no open full text in Europe PMC
39160231		10.1038/d41586-024-02526-y	Nature	2024	Primordial black holes are too scarce to explain dark matter.	no open full text in Europe PMC
39143277		10.1038/d41586-024-02433-2	Nature	2024	How the human brain creates cognitive maps of related concepts.	no open full text in Europe PMC
39085603		10.1038/s41586-024-07729-x	Nature	2024	Turbinate-homing IgA-secreting cells originate in the nasal lymphoid tissues.	no open full text in Europe PMC
39085611		10.1038/s41586-024-07755-9	Nature	2024	Passive wing deployment and retraction in beetles and flapping microrobots.	no open full text in Europe PMC
39085613		10.1038/s41586-024-07778-2	Nature	2024	The development of terrestrial ecosystems emerging after glacier retreat.	no open full text in Europe PMC
39085541		10.1038/s41586-024-07615-6	Nature	2024	High-performance 4-nm-resolution X-ray tomography using burst ptychography.	no open full text in Europe PMC
39085602		10.1038/s41586-024-07638-z	Nature	2024	Transport and inhibition mechanisms of the human noradrenaline transporter.	no open full text in Europe PMC
39048825		10.1038/s41586-024-07712-6	Nature	2024	peri-Fused polyaromatic molecular contacts for perovskite solar cells.	no open full text in Europe PMC
39048017		10.1038/s41586-024-07829-8	Nature	2024	Methyl-reducing methanogenesis by a thermophilic culture of Korarchaeia.	no open full text in Europe PMC
39048829		10.1038/s41586-024-07728-y	Nature	2024	Isolation of a methyl-reducing methanogen outside the Euryarchaeota.	no open full text in Europe PMC
39048823		10.1038/s41586-024-07670-z	Nature	2024	TMEFF1 is a neuron-specific restriction factor for herpes simplex virus.	no open full text in Europe PMC
39048824		10.1038/s41586-024-07631-6	Nature	2024	Cultivation and visualization of a methanogen of the phylum Thermoproteota.	no open full text in Europe PMC
39048818		10.1038/s41586-024-07719-z	Nature	2024	Molecular basis of human noradrenaline transporter reuptake and inhibition.	no open full text in Europe PMC
39048826		10.1038/s41586-024-07724-2	Nature	2024	Multi-heterojunctioned plastics with high thermoelectric figure of merit.	no open full text in Europe PMC
39048820		10.1038/s41586-024-07725-1	Nature	2024	Blood culture-free ultra-rapid antimicrobial susceptibility testing.	no open full text in Europe PMC
39020173		10.1038/s41586-024-07692-7	Nature	2024	Adaptation to photoperiod via dynamic neurotransmitter segregation.	no open full text in Europe PMC
39020165		10.1038/s41586-024-07616-5	Nature	2024	Bacteria conjugate ubiquitin-like proteins to interfere with phage assembly.	no open full text in Europe PMC
39020174		10.1038/s41586-024-07699-0	Nature	2024	Tubulin code eraser CCP5 binds branch glutamates by substrate deformation.	no open full text in Europe PMC
39020035		10.1038/s41586-024-07602-x	Nature	2024	The enduring world forest carbon sink.	no open full text in Europe PMC
39020037		10.1038/s41586-024-07609-4	Nature	2024	Sunlight-powered sustained flight of an ultralight micro aerial vehicle.	no open full text in Europe PMC
39019069		10.1038/s41586-024-07800-7	Nature	2024	A roadmap for affordable genetic medicines.	no open full text in Europe PMC
39020178		10.1038/s41586-024-07709-1	Nature	2024	An engineered enzyme embedded into PLA to make self-biodegradable plastic.	no open full text in Europe PMC
39020170		10.1038/s41586-024-07674-9	Nature	2024	Singular dielectric nanolaser with atomic-scale field localization.	no open full text in Europe PMC
39020034		10.1038/s41586-024-07553-3	Nature	2024	Superconductivity in pressurized trilayer La<sub>4</sub>Ni<sub>3</sub>O<sub>10-δ</sub> single crystals.	no open full text in Europe PMC
38987600		10.1038/s41586-024-07621-8	Nature	2024	Plasticity in single-crystalline Mg<sub>3</sub>Bi<sub>2</sub> thermoelectric material.	no open full text in Europe PMC
38987599		10.1038/s41586-024-07698-1	Nature	2024	Tumour vasculature at single-cell resolution.	no open full text in Europe PMC
38987591		10.1038/s41586-024-07644-1	Nature	2024	Phage anti-CRISPR control by an RNA- and DNA-binding helix-turn-helix protein.	no open full text in Europe PMC
38987606		10.1038/s41586-024-07689-2	Nature	2024	Antiferromagnetic phase transition in a 3D fermionic Hubbard model.	no open full text in Europe PMC
38977019		10.1038/s41586-024-07760-y	Nature	2024	Hydrogen sulfide and metal-enriched atmosphere for a Jupiter-mass exoplanet.	no open full text in Europe PMC
38977018		10.1038/s41586-024-07764-8	Nature	2024	Two-dimensional perovskitoids enhance stability in perovskite solar cells.	no open full text in Europe PMC
38961296		10.1038/s41586-024-07596-6	Nature	2024	Imaging tunable Luttinger liquid systems in van der Waals heterostructures.	no open full text in Europe PMC
38961299		10.1038/s41586-024-07589-5	Nature	2024	Evidence of striped electronic phases in a structurally modulated superlattice.	no open full text in Europe PMC
38961155		10.1038/s41586-024-07506-w	Nature	2024	Expanding chemistry through in vitro and in vivo biocatalysis.	no open full text in Europe PMC
38961300		10.1038/s41586-024-07642-3	Nature	2024	An anti-CRISPR that pulls apart a CRISPR-Cas complex.	no open full text in Europe PMC
38961288		10.1038/s41586-024-07605-8	Nature	2024	Inhibition of M. tuberculosis and human ATP synthase by BDQ and TBAJ-587.	no open full text in Europe PMC
38961301		10.1038/s41586-024-07640-5	Nature	2024	Targeting pericentric non-consecutive motifs for heterochromatin initiation.	no open full text in Europe PMC
38961303		10.1038/s41586-024-07664-x	Nature	2024	Dirac mass induced by optical gain and loss.	no open full text in Europe PMC
38961297		10.1038/s41586-024-07588-6	Nature	2024	3D printable elastomers with exceptional strength and toughness.	no open full text in Europe PMC
38961304		10.1038/s41586-024-07673-w	Nature	2024	Electron holography observation of individual ferrimagnetic lattice planes.	no open full text in Europe PMC
38961286		10.1038/s41586-024-07572-0	Nature	2024	Giant stem tetrapod was apex predator in Gondwanan late Palaeozoic ice age.	no open full text in Europe PMC
38926584		10.1038/s41586-024-07604-9	Nature	2024	Terahertz phonon engineering with van der Waals heterostructures.	no open full text in Europe PMC
