pmcid	pmid	doi	journal	year	title	n_oss_packages	packages	pipeline
PMC10556565	37748060	10.1073/pnas.2308260120	PNAS	2023	DAT, deacylating autotransporter toxin, from <i>Bordetella parapertussis</i> demyristoylates Gα<sub>i</sub> GTPases and contributes to cough.	1	AlphaFold	stage not stated [AlphaFold]
PMC10556579	37748068	10.1073/pnas.2306492120	PNAS	2023	The rise of New Guinea and the fall of Neogene global temperatures.	1	CESM	stage not stated [CESM v1.2.2.1]
PMC10556593	37748077	10.1073/pnas.2300489120	PNAS	2023	A TIAM1-TRIM28 complex mediates epigenetic silencing of protocadherins to promote migration of lung cancer cells.	2	GSEA; MACS2	stage not stated [GSEA, MACS2]
PMC10556606	37748053	10.1073/pnas.2302996120	PNAS	2023	Trehalose-6-phosphate signaling regulates lateral root formation in Arabidopsis thaliana.	3	ImageJ; R; emmeans	differential/statistical testing [R] -> stage not stated [ImageJ, emmeans]
PMC10556612	37751551	10.1073/pnas.2305292120	PNAS	2023	Hippocampal activity predicts contextual misattribution of false memories.	2	Python; statsmodels	differential/statistical testing [Python, statsmodels]
PMC10556615	37756337	10.1073/pnas.2221286120	PNAS	2023	Intrinsic disorder and conformational coexistence in auxin coreceptors.	1	UCSF Chimera	stage not stated [UCSF Chimera]
PMC10556616	37751557	10.1073/pnas.2305195120	PNAS	2023	Cooperation and cheating orchestrate Vibrio assemblages and polymicrobial synergy in oysters infected with OsHV-1 virus.	5	DADA2; DESeq2; QIIME 2; RAxML; phyloseq	quantification [DESeq2 v1.36.0] -> differential/statistical testing [phyloseq] -> structure determination [RAxML] -> stage not stated [DADA2 v1.14, QIIME 2]
PMC10556617	37748063	10.1073/pnas.2304032120	PNAS	2023	The global biogeography and environmental drivers of fairy circles.	2	QGIS; R	stage not stated [QGIS v3.14, R]
PMC10556618	37751556	10.1073/pnas.2305961120	PNAS	2023	α-lipoic acid ameliorates consequences of copper overload by up-regulating selenoproteins and decreasing redox misbalance.	1	ImageJ	stage not stated [ImageJ]
PMC10556624	37748065	10.1073/pnas.2310881120	PNAS	2023	Cell type-specific cytonuclear coevolution in three allopolyploid plant species.	4	Monocle; OrthoFinder; Seurat; UMAP	dimensionality reduction/clustering [Seurat, UMAP] -> simulation/modelling [Monocle, UMAP] -> structure determination [Monocle] -> visualisation [UMAP] -> stage not stated [OrthoFinder]
PMC10556627	37769255	10.1073/pnas.2304343120	PNAS	2023	Context-dependent function of the transcriptional regulator Rap1 in gene silencing and activation in <i>Saccharomyces cerevisiae</i>.	3	Bowtie2; MACS2; ggplot2	alignment/mapping [Bowtie2] -> normalisation [ggplot2] -> stage not stated [MACS2]
PMC10556633	37769257	10.1073/pnas.2214636120	PNAS	2023	Circadian ribosome profiling reveals a role for the <i>Period2</i> upstream open reading frame in sleep.	3	Jupyter; R; SciPy	differential/statistical testing [Jupyter, R v3.4.3] -> stage not stated [SciPy v1.7]
PMC10556634	37748052	10.1073/pnas.2304096120	PNAS	2023	Genomic analysis reveals a cryptic pangolin species.	9	BEAST; GATK; Metascape; OrthoFinder; PLINK; Pangolin; SAMtools; SnpEff; VCFtools	alignment/mapping [SAMtools v1.3] -> variant calling [GATK] -> stage not stated [BEAST v2.6.6, Metascape, OrthoFinder v2.5.4, PLINK v2.0, Pangolin, SnpEff v4.3t, VCFtools v0.1.13]
PMC10556635	37756335	10.1073/pnas.2306761120	PNAS	2023	Divergent roles for STAT4 in shaping differentiation of cytotoxic ILC1 and NK cells during gut inflammation.	3	GSEA; Seurat; UMAP	dimensionality reduction/clustering [Seurat, UMAP] -> differential/statistical testing [GSEA]
PMC10556639	37769254	10.1073/pnas.2302484120	PNAS	2023	The competition dynamics of approach and avoidance motivations following interpersonal transgression.	1	Stan	differential/statistical testing [Stan]
PMC10556640	37756332	10.1073/pnas.2310862120	PNAS	2023	Bacterial SEAL domains undergo autoproteolysis and function in regulated intramembrane proteolysis.	5	AlphaFold; Clustal Omega; ColabFold; Coot; PHENIX	alignment/mapping [Clustal Omega] -> structure determination [Coot] -> stage not stated [AlphaFold, ColabFold, PHENIX v1.20.1]
PMC10556642	37751554	10.1073/pnas.2218385120	PNAS	2023	Dark defaults: How choice architecture steers political campaign donations.	1	R	stage not stated [R]
PMC10556643	37774095	10.1073/pnas.2300215120	PNAS	2023	Multiomic prediction of therapeutic targets for human diseases associated with protein phase separation.	2	PHENIX; STRING db	differential/statistical testing [STRING db] -> stage not stated [PHENIX]
PMC10556646	37738291	10.1073/pnas.2302361120	PNAS	2023	Scaphopoda is the sister taxon to Bivalvia: Evidence of ancient incomplete lineage sorting.	11	BLAST; BUSCO; BWA; Cufflinks; HISAT2; IQ-TREE; MAFFT; MrBayes; OrthoFinder; RAxML; hifiasm	alignment/mapping [BWA, Cufflinks v2.3.1, HISAT2 v2.2.1, MAFFT v7.453] -> differential/statistical testing [MrBayes] -> stage not stated [BLAST v2.13.0, BUSCO v5.4.2b, IQ-TREE, OrthoFinder v2.4.0, RAxML, hifiasm v0.13]
PMC10576025	37796983	10.1073/pnas.2221165120	PNAS	2023	Deciphering RNA splicing logic with interpretable machine learning.	4	NumPy; Python; SciPy; TensorFlow	dimensionality reduction/clustering [SciPy] -> stage not stated [NumPy v1.20, Python v3.8, TensorFlow v2.6]
PMC10576030	37788311	10.1073/pnas.2311627120	PNAS	2023	Leveraging AI for democratic discourse: Chat interventions can improve online political conversations at scale.	1	R	stage not stated [R]
PMC10576031	37801475	10.1073/pnas.2300258120	PNAS	2023	Structure-based design of nanobodies that inhibit seeding of Alzheimer's patient-extracted tau fibrils.	2	ImageJ; PHENIX	structure determination [PHENIX] -> stage not stated [ImageJ]
PMC10576035	37796984	10.1073/pnas.2308029120	PNAS	2023	Loss of Pde1 function acts as an evolutionary gateway to penicillin resistance in <i>Streptococcus pneumoniae</i>.	4	Clustal Omega; HMMER; Python; SPAdes	alignment/mapping [Clustal Omega, HMMER v3.2.1] -> stage not stated [Python, SPAdes v3.15.5]
PMC10576037	37782806	10.1073/pnas.2302985120	PNAS	2023	Stiffness transitions in new walls post-cell division differ between <i>Marchantia polymorpha</i> gemmae and <i>Arabidopsis</i> thaliana leaves.	1	ImageJ	quantification [ImageJ]
PMC10576055	37792509	10.1073/pnas.2306145120	PNAS	2023	Molecular basis of signal transduction mediated by the human GIPR splice variants.	8	CTFFIND; ChimeraX; GROMACS; ImageJ; MotionCor2; PHENIX; RELION; UCSF Chimera	registration [MotionCor2] -> simulation/modelling [GROMACS v2021.4] -> structure determination [PHENIX, UCSF Chimera] -> visualisation [ChimeraX v1.2.4] -> stage not stated [CTFFIND v1.06, ImageJ, RELION]
PMC10576061	37782785	10.1073/pnas.2308941120	PNAS	2023	A 3D biomimetic model of lymphatics reveals cell-cell junction tightening and lymphedema via a cytokine-induced ROCK2/JAM-A complex.	1	ImageJ	stage not stated [ImageJ]
PMC10576098	37788309	10.1073/pnas.2221653120	PNAS	2023	Nuclear VCP drives colorectal cancer progression by promoting fatty acid oxidation.	1	GSEA	stage not stated [GSEA]
PMC10576102	37774093	10.1073/pnas.2308221120	PNAS	2023	Maternally derived antibody titer dynamics and risk of hospitalized infant dengue disease.	1	Stan	stage not stated [Stan]
PMC10576103	37782810	10.1073/pnas.2309952120	PNAS	2023	Collective motion in hcp-Fe at Earth's inner core conditions.	1	LAMMPS	stage not stated [LAMMPS]
PMC10576118	37782796	10.1073/pnas.2309773120	PNAS	2023	Dual-pocket inhibition of Na<sub>v</sub> channels by the antiepileptic drug lamotrigine.	3	ChimeraX; PHENIX; UCSF Chimera	structure determination [PHENIX, UCSF Chimera] -> visualisation [ChimeraX]
PMC10576120	37792514	10.1073/pnas.2309607120	PNAS	2023	The inhibitory mechanism of a small protein reveals its role in antimicrobial peptide sensing.	3	AlphaFold; ImageJ; PyMOL	quantification [ImageJ] -> visualisation [ImageJ, PyMOL] -> stage not stated [AlphaFold]
PMC10576122	37782797	10.1073/pnas.2221985120	PNAS	2023	Characteristics and anatomic location of PD-1<sup>+</sup>TCF1<sup>+</sup> stem-like CD8 T cells in chronic viral infection and cancer.	2	Cytoscape; GSEA	stage not stated [Cytoscape, GSEA]
PMC10576129	37782795	10.1073/pnas.2306020120	PNAS	2023	Localized microbially induced inflammation influences distant healthy tissues in the human oral cavity.	1	DADA2	stage not stated [DADA2]
PMC10576133	37796990	10.1073/pnas.2204700120	PNAS	2023	Endothelial deletion of EPH receptor A4 alters single-cell profile and Tie2/Akap12 signaling to preserve blood-brain barrier integrity.	6	DESeq2; FastQC; Seurat; Trim Galore; UMAP; scDblFinder	quality control [FastQC, Seurat] -> dimensionality reduction/clustering [UMAP] -> differential/statistical testing [DESeq2] -> stage not stated [Trim Galore, scDblFinder]
PMC10576142	37782780	10.1073/pnas.2310910120	PNAS	2023	Intrinsic structural dynamics dictate enzymatic activity and inhibition.	1	SciPy	differential/statistical testing [SciPy]
PMC10576143	37792516	10.1073/pnas.2312126120	PNAS	2023	A snoRNA-tRNA modification network governs codon-biased cellular states.	1	GSEA	normalisation [GSEA]
PMC10576145	37782793	10.1073/pnas.2304534120	PNAS	2023	A deregulated m<sup>6</sup>A writer complex axis driven by BRD4 confers an epitranscriptomic vulnerability in combined DNA repair-targeted therapy.	1	GSEA	stage not stated [GSEA]
PMC10576146	37748079	10.1073/pnas.2301128120	PNAS	2023	Changes in parrot diversity after human arrival to the Caribbean.	7	BCFtools; BWA; IQ-TREE; MAFFT; R; SAMtools; fastp	read trimming [fastp] -> alignment/mapping [BWA v0.7.13, IQ-TREE v2.1.2, SAMtools v1.10] -> stage not stated [BCFtools v1.12, MAFFT v7.455, R v4.1]
PMC10576150	37782807	10.1073/pnas.2302215120	PNAS	2023	Architectural experience influences the processing of others' body expressions.	1	EEGLAB	stage not stated [EEGLAB v2021.0]
PMC10576153	37782794	10.1073/pnas.2310714120	PNAS	2023	Toward a quantitative interfacial description of solvation for Li metal battery operation under extreme conditions.	1	LAMMPS	simulation/modelling [LAMMPS]
PMC10589609	37812724	10.1073/pnas.2304545120	PNAS	2023	Frailty and survival in the 1918 influenza pandemic.	1	R	stage not stated [R]
PMC10589613	37812725	10.1073/pnas.2309843120	PNAS	2023	Adaptor protein-3 produces synaptic vesicles that release phasic dopamine.	1	ImageJ	stage not stated [ImageJ]
PMC10589615	37812698	10.1073/pnas.2216942120	PNAS	2023	Different roles of response covariability and its attentional modulation in the sensory cortex and posterior parietal cortex.	3	FreeSurfer; Psychtoolbox; SUMA	stage not stated [FreeSurfer, Psychtoolbox, SUMA]
PMC10589618	37812719	10.1073/pnas.2218679120	PNAS	2023	Albatross movement suggests sensitivity to infrasound cues at sea.	1	R	stage not stated [R v4.1.1]
PMC10589638	37812713	10.1073/pnas.2301608120	PNAS	2023	Associations between light exposure and sleep timing and sleepiness while awake in a sample of UK adults in everyday life.	2	R; lme4	stage not stated [R v4.0.4, lme4 v1.1]
PMC10589640	37812709	10.1073/pnas.2307552120	PNAS	2023	Identifying microscopic factors that influence ductility in disordered solids.	1	LAMMPS	simulation/modelling [LAMMPS]
PMC10589642	37831741	10.1073/pnas.2306990120	PNAS	2023	Hemispheric asymmetry in cortical thinning reflects intrinsic organization of the neurotransmitter systems and homotopic functional connectivity.	6	FSL; FreeSurfer; MRIQC; R; clusterProfiler; fMRIPrep	quality control [FSL, MRIQC v0.15.0, fMRIPrep v1.3.2] -> dimensionality reduction/clustering [clusterProfiler] -> differential/statistical testing [R v4.2.2] -> stage not stated [FreeSurfer v6.0.0]
PMC10589644	37816055	10.1073/pnas.2307914120	PNAS	2023	Targeting MFGE8 secreted by cancer-associated fibroblasts blocks angiogenesis and metastasis in esophageal squamous cell carcinoma.	3	GSEA; Seurat; UMAP	dimensionality reduction/clustering [Seurat, UMAP] -> stage not stated [GSEA]
PMC10589647	37824530	10.1073/pnas.2306848120	PNAS	2023	The developmental hierarchy and scarcity of replicative slender trypanosomes in blood challenges their role in infection maintenance.	4	ImageJ; Seurat; SoupX; UMAP	dimensionality reduction/clustering [UMAP] -> stage not stated [ImageJ, Seurat v4.1.0, SoupX]
PMC10589649	37819977	10.1073/pnas.2305950120	PNAS	2023	Activity of estrogen receptor β expressing neurons in the medial amygdala regulates preference toward receptive females in male mice.	1	DeepLabCut	alignment/mapping [DeepLabCut]
PMC10589650	37819982	10.1073/pnas.2307721120	PNAS	2023	Sequence-independent activity of a predicted long disordered segment of the human papillomavirus type 16 L2 capsid protein during virus entry.	3	AlphaFold; ImageJ; RoseTTAFold	quantification [ImageJ] -> stage not stated [AlphaFold, RoseTTAFold]
PMC10589651	37819985	10.1073/pnas.2300255120	PNAS	2023	Distributed feedforward and feedback cortical processing supports human speech production.	1	FreeSurfer	stage not stated [FreeSurfer]
PMC10589652	37819983	10.1073/pnas.2306263120	PNAS	2023	Disruption of the rice <i>4-DEOXYOROBANCHOL HYDROXYLASE</i> unravels specific functions of canonical strigolactones.	2	DESeq2; HISAT2	alignment/mapping [HISAT2] -> differential/statistical testing [DESeq2]
PMC10589653	37812717	10.1073/pnas.2311983120	PNAS	2023	Normal and Sjogren's syndrome models of the murine lacrimal gland studied at single-cell resolution.	3	GSEA; Seurat; UMAP	dimensionality reduction/clustering [Seurat, UMAP] -> stage not stated [GSEA]
PMC10589654	37816063	10.1073/pnas.2308373120	PNAS	2023	Unexpected metabolic rewiring of CO<sub>2</sub> fixation in H<sub>2</sub>-mediated materials-biology hybrids.	1	Bioconductor	quantification [Bioconductor] -> differential/statistical testing [Bioconductor]
PMC10589655	37819981	10.1073/pnas.2305837120	PNAS	2023	Amine-recognizing domain in diverse receptors from bacteria and archaea evolved from the universal amino acid sensor.	6	AlphaFold; AutoDock Vina; MAFFT; MrBayes; Open Babel; PyMOL	alignment/mapping [MAFFT] -> dimensionality reduction/clustering [MAFFT] -> differential/statistical testing [MrBayes] -> stage not stated [AlphaFold, AutoDock Vina, Open Babel, PyMOL]
PMC10589659	37816061	10.1073/pnas.2310177120	PNAS	2023	Pan-centromere reveals widespread centromere repositioning of soybean genomes.	7	BCFtools; BWA; GATK; MACS2; Picard; SAMtools; Trimmomatic	read trimming [Trimmomatic v0.36] -> alignment/mapping [BWA, Picard, SAMtools v1.3.1, Trimmomatic v0.36] -> variant calling [BCFtools, GATK v3.8.1] -> stage not stated [MACS2]
PMC10589660	37812727	10.1073/pnas.2307981120	PNAS	2023	Reinventing metabolic pathways: Independent evolution of benzoxazinoids in flowering plants.	1	IQ-TREE	alignment/mapping [IQ-TREE] -> differential/statistical testing [IQ-TREE]
PMC10589661	37831742	10.1073/pnas.2309331120	PNAS	2023	The <i>Drosophila</i> blood-brain barrier regulates sleep via Moody G protein-coupled receptor signaling.	1	ImageJ	stage not stated [ImageJ]
PMC10589662	37816054	10.1073/pnas.2305290120	PNAS	2023	Trajectories through semantic spaces in schizophrenia and the relationship to ripple bursts.	1	UMAP	dimensionality reduction/clustering [UMAP] -> simulation/modelling [UMAP] -> visualisation [UMAP]
PMC10589665	37824524	10.1073/pnas.2302069120	PNAS	2023	Salicylic acid and RNA interference mediate antiviral immunity of plant stem cells.	8	Bioconductor; Bowtie2; Cutadapt; DESeq2; ImageJ; featureCounts; ggplot2; tidyverse	read trimming [Cutadapt v1.18] -> alignment/mapping [Bowtie2 v2.3.5] -> visualisation [Bioconductor, ggplot2, tidyverse] -> stage not stated [DESeq2, ImageJ, featureCounts]
PMC10589668	37812723	10.1073/pnas.2305712120	PNAS	2023	Adenylate kinase 9 is essential for sperm function and male fertility in mammals.	1	kallisto	alignment/mapping [kallisto] -> quantification [kallisto]
PMC10589669	37831740	10.1073/pnas.2307380120	PNAS	2023	Cellular migration into a subretinal honeycomb-shaped prosthesis for high-resolution prosthetic vision.	1	ImageJ	stage not stated [ImageJ]
PMC10589672	37816051	10.1073/pnas.2309076120	PNAS	2023	Hurricane wind regimes for forests of North America.	1	R	stage not stated [R]
PMC10589674	37812694	10.1073/pnas.2219589120	PNAS	2023	Phase separation underlies signaling activation of oncogenic NTRK fusions.	2	CellProfiler; PyMOL	stage not stated [CellProfiler, PyMOL]
PMC10589677	37812699	10.1073/pnas.2306317120	PNAS	2023	Space weather disrupts nocturnal bird migration.	3	R; XGBoost; lme4	differential/statistical testing [lme4] -> stage not stated [R v4.2.0, XGBoost]
PMC10589678	37816058	10.1073/pnas.2307508120	PNAS	2023	The adaptive stochasticity hypothesis: Modeling equifinality, multifinality, and adaptation to adversity.	1	FSL	stage not stated [FSL]
PMC10589682	37816049	10.1073/pnas.2305208120	PNAS	2023	The lack of negative association between TE load and subgenome dominance in synthesized <i>Brassica</i> allotetraploids.	8	Bismark; Bowtie2; FastQC; R; RepeatMasker; SciPy; Trimmomatic; featureCounts	quality control [FastQC, Trimmomatic] -> read trimming [FastQC, Trimmomatic] -> alignment/mapping [featureCounts] -> differential/statistical testing [R, SciPy] -> stage not stated [Bismark, Bowtie2, RepeatMasker v4.0.3]
PMC10589683	37816052	10.1073/pnas.2303774120	PNAS	2023	Loss of PPARγ activity characterizes early protumorigenic stromal reprogramming and dictates the therapeutic window of opportunity.	4	ImageJ; R; Seurat; UMAP	read trimming [Seurat] -> dimensionality reduction/clustering [UMAP] -> differential/statistical testing [R v3.6.1] -> stage not stated [ImageJ]
PMC10589698	37812721	10.1073/pnas.2307972120	PNAS	2023	Direct neuronal conversion of microglia/macrophages reinstates neurological function after stroke.	1	ImageJ	stage not stated [ImageJ]
PMC10589699	37819984	10.1073/pnas.2309688120	PNAS	2023	Signatures of cross-modal alignment in children's early concepts.	3	NetworkX; Python; scikit-learn	dimensionality reduction/clustering [NetworkX, Python] -> differential/statistical testing [scikit-learn]
PMC10589703	37812700	10.1073/pnas.2220029120	PNAS	2023	Identification, structural, and biophysical characterization of a positive modulator of human Kv3.1 channels.	3	Coot; PHENIX; PyMOL	structure determination [Coot, PHENIX] -> stage not stated [PyMOL]
PMC10589705	37812726	10.1073/pnas.2313034120	PNAS	2023	A non-pheromone GPCR is essential for meiosis and ascosporogenesis in the wheat scab fungus.	2	AlphaFold; UCSF Chimera	visualisation [AlphaFold, UCSF Chimera]
PMC10589706	37812702	10.1073/pnas.2222071120	PNAS	2023	Fluctuating selection maintains distinct species phenotypes in an ecological community in the wild.	3	ImageJ; R; lme4	differential/statistical testing [R] -> stage not stated [ImageJ, lme4]
PMC10589708	37824523	10.1073/pnas.2312462120	PNAS	2023	Neural evidence of switch processes during semantic and phonetic foraging in human memory.	3	AFNI; Python; SPM	alignment/mapping [SPM] -> dimensionality reduction/clustering [AFNI] -> differential/statistical testing [SPM] -> stage not stated [Python v2.7]
PMC10589709	37824529	10.1073/pnas.2219666120	PNAS	2023	Whole-brain, gray, and white matter time-locked functional signal changes with simple tasks and model-free analysis.	3	FSL; FreeSurfer; SPM	alignment/mapping [SPM] -> differential/statistical testing [SPM] -> stage not stated [FSL, FreeSurfer]
PMC10589710	37816057	10.1073/pnas.2306655120	PNAS	2023	Plants sum and subtract stimuli over different timescales.	1	Python	stage not stated [Python]
PMC10589712	37816050	10.1073/pnas.2302482120	PNAS	2023	Downregulation of apoptotic repressor <i>AVEN</i> exacerbates cardiac injury after myocardial infarction.	4	DESeq2; ImageJ; clusterProfiler; featureCounts	quality control [featureCounts] -> alignment/mapping [featureCounts] -> dimensionality reduction/clustering [clusterProfiler] -> differential/statistical testing [DESeq2] -> stage not stated [ImageJ]
PMC10589717	37824531	10.1073/pnas.2306638120	PNAS	2023	Polyubiquitin ligand-induced phase transitions are optimized by spacing between ubiquitin units.	1	AlphaFold	stage not stated [AlphaFold]
PMC10589721	37819980	10.1073/pnas.2303690120	PNAS	2023	Phage display uncovers a sequence motif that drives polypeptide binding to a conserved regulatory exosite of O-GlcNAc transferase.	3	AlphaFold; ChimeraX; PHENIX	simulation/modelling [PHENIX] -> structure determination [PHENIX] -> visualisation [ChimeraX] -> stage not stated [AlphaFold]
PMC10614213	37844222	10.1073/pnas.2314233120	PNAS	2023	In vitro DNA repair genomics using XR-seq with &lt;i&gt;Escherichia coli&lt;/i&gt; and mammalian cell-free extracts.	3	Bowtie2; Cutadapt; Picard	read trimming [Cutadapt, Picard] -> alignment/mapping [Bowtie2, Picard]
PMC10614216	37847732	10.1073/pnas.2311282120	PNAS	2023	LLPS of SQSTM1/p62 and NBR1 as outcomes of lysosomal stress response limits cancer cell metastasis.	1	ImageJ	quantification [ImageJ]
PMC10614602	37844219	10.1073/pnas.2307203120	PNAS	2023	Molecular mechanisms controlling the biogenesis of the TGF-β signal Vg1.	3	AlphaFold; Fiji; ImageJ	stage not stated [AlphaFold, Fiji, ImageJ]
PMC10614604	37844232	10.1073/pnas.2306815120	PNAS	2023	North American pollen records provide evidence for macroscale ecological changes in the Anthropocene.	1	R	stage not stated [R]
PMC10614605	37847737	10.1073/pnas.2309552120	PNAS	2023	Increased homozygosity due to endogamy results in fitness consequences in a human population.	2	PLINK; brms	differential/statistical testing [brms] -> stage not stated [PLINK]
PMC10614610	37847733	10.1073/pnas.2306475120	PNAS	2023	Sexual differentiation of neural mechanisms of stress sensitivity during puberty.	3	DeepLabCut; ImageJ; R	quantification [ImageJ] -> differential/statistical testing [R] -> stage not stated [DeepLabCut]
PMC10614612	37862384	10.1073/pnas.2308600120	PNAS	2023	Identification of a carbonic anhydrase-Rubisco complex within the alpha-carboxysome.	8	CTFFIND; ChimeraX; IQ-TREE; ImageJ; MUSCLE; PHENIX; PyMOL; RELION	alignment/mapping [MUSCLE, RELION v3.1] -> quantification [ImageJ] -> registration [RELION v3.1] -> structure determination [PHENIX] -> visualisation [ChimeraX, IQ-TREE, PyMOL] -> stage not stated [CTFFIND v4.1]
PMC10614613	37844254	10.1073/pnas.2308489120	PNAS	2023	An intact pituitary vasopressin system is critical for building a robust circadian clock in the suprachiasmatic nucleus.	1	ImageJ	variant calling [ImageJ]
PMC10614617	37844237	10.1073/pnas.2310138120	PNAS	2023	The impact of farming on prehistoric culinary practices throughout Northern Europe.	1	QGIS	alignment/mapping [QGIS v3.28.2]
PMC10614619	37844218	10.1073/pnas.2309698120	PNAS	2023	Membrane remodeling properties of the Parkinson's disease protein LRRK2.	2	ImageJ; MotionCor2	stage not stated [ImageJ, MotionCor2]
PMC10614620	37844234	10.1073/pnas.2308658120	PNAS	2023	Complete miRNA-15/16 loss in mice promotes hematopoietic progenitor expansion and a myeloid-biased hyperproliferative state.	8	DESeq2; GSEA; ImageJ; Monocle; SCENIC; Seurat; UMAP; survival (R)	dimensionality reduction/clustering [Monocle, Seurat v4.0, UMAP] -> differential/statistical testing [DESeq2, survival (R)] -> simulation/modelling [Monocle] -> visualisation [Seurat v4.0, UMAP] -> stage not stated [GSEA, ImageJ, SCENIC]
PMC10614623	37844242	10.1073/pnas.2308870120	PNAS	2023	Molecular basis for C-degron recognition by CRL2&lt;sup&gt;APPBP2&lt;/sup&gt; ubiquitin ligase.	5	AlphaFold; ChimeraX; Coot; PHENIX; PyMOL	structure determination [Coot] -> stage not stated [AlphaFold, ChimeraX, PHENIX, PyMOL]
PMC10614625	37844224	10.1073/pnas.2308448120	PNAS	2023	Co-option of a conserved host glutamine transporter facilitates aphid/&lt;i&gt;Buchnera&lt;/i&gt; metabolic integration.	1	AlphaFold	stage not stated [AlphaFold]
PMC10614627	37862383	10.1073/pnas.2308741120	PNAS	2023	Anomalous magnetoresistance in a nonconjugated radical polymer glass.	1	LAMMPS	simulation/modelling [LAMMPS]
PMC10614628	37856545	10.1073/pnas.2309989120	PNAS	2023	Cereblon influences the timing of muscle differentiation in <i>Ciona</i> tadpoles.	5	ComplexHeatmap; Fiji; ImageJ; R; Seurat	differential/statistical testing [R] -> visualisation [ComplexHeatmap v2.10.0] -> stage not stated [Fiji, ImageJ, Seurat v4.3.0]
PMC10614629	37856544	10.1073/pnas.2304689120	PNAS	2023	MHC class Ib-restricted CD8<sup>+</sup> T cells possess strong tumoricidal activities.	2	Monocle; UMAP	dimensionality reduction/clustering [Monocle, UMAP]
PMC10614760	37851676	10.1073/pnas.2105425120	PNAS	2023	Metacognition, public health compliance, and vaccination willingness.	1	R	stage not stated [R]
PMC10614828	37844250	10.1073/pnas.2221859120	PNAS	2023	Viral nanoparticle vaccines against S100A9 reduce lung tumor seeding and metastasis.	1	ImageJ	quantification [ImageJ]
PMC10614829	37844230	10.1073/pnas.2303794120	PNAS	2023	Signal transduction at GPCRs: Allosteric activation of the ERK MAPK by β-arrestin.	1	PyMOL	stage not stated [PyMOL v2.5]
PMC10614840	37844235	10.1073/pnas.2301974120	PNAS	2023	Curiosity evolves as information unfolds.	5	Matplotlib; Python; R; lme4; seaborn	differential/statistical testing [lme4] -> visualisation [Matplotlib, Python, seaborn] -> stage not stated [R v4.0]
PMC10614846	37844223	10.1073/pnas.2304103120	PNAS	2023	GAS41 promotes H2A.Z deposition through recognition of the N terminus of histone H3 by the YEATS domain.	5	ImageJ; PHENIX; PyMOL; R; REFMAC	quantification [ImageJ] -> differential/statistical testing [R v4.1] -> structure determination [PHENIX, REFMAC] -> visualisation [PyMOL v2.5]
PMC10614847	37847731	10.1073/pnas.2304085120	PNAS	2023	Modeling naturalistic face processing in humans with deep convolutional neural networks.	1	fMRIPrep	stage not stated [fMRIPrep v1.4.1]
PMC10614936	37844221	10.1073/pnas.2303043120	PNAS	2023	Functional genomic diversity is correlated with neutral genomic diversity in populations of an endangered rattlesnake.	5	BUSCO; BWA; GATK; R; SnpEff	alignment/mapping [BWA v0.7.17, GATK, SnpEff v4.3] -> stage not stated [BUSCO, R]
PMC10614950	37844239	10.1073/pnas.2216693120	PNAS	2023	Avoiding an unjust transition to sustainability: An equity metric for spatial conservation planning.	1	QGIS	differential/statistical testing [QGIS]
PMC10622870	37878723	10.1073/pnas.2220749120	PNAS	2023	Predictions and rewards affect decision-making but not subjective experience.	1	R	stage not stated [R]
PMC10622871	37878725	10.1073/pnas.2310134120	PNAS	2023	Bacterial tolerance to host-exuded specialized metabolites structures the maize root microbiome.	7	DESeq2; MAFFT; R; RAxML; emmeans; phyloseq; phytools	alignment/mapping [MAFFT v7.475] -> stage not stated [DESeq2, R, RAxML v8.2.12, emmeans, phyloseq, phytools]
PMC10622874	37847729	10.1073/pnas.2304933120	PNAS	2023	Vestibular CCK signaling drives motion sickness-like behavior in mice.	2	ImageJ; QuPath	stage not stated [ImageJ, QuPath]
PMC10622880	37871215	10.1073/pnas.2311946120	PNAS	2023	A degron-based approach to manipulate Eomes functions in the context of the developing mouse embryo.	1	ImageJ	stage not stated [ImageJ]
PMC10622889	37883432	10.1073/pnas.2313790120	PNAS	2023	Large language models show human-like content biases in transmission chain experiments.	2	R; lme4	stage not stated [R, lme4]
PMC10622892	37878717	10.1073/pnas.2313010120	PNAS	2023	Misregulation of mitochondria-lysosome contact dynamics in Charcot-Marie-Tooth Type 2B disease Rab7 mutant sensory peripheral neurons.	1	ImageJ	normalisation [ImageJ]
PMC10622894	37878715	10.1073/pnas.2302879120	PNAS	2023	Two-fluid dynamics and micron-thin boundary layers shape cytoplasmic flows in early <i>Drosophila</i> embryos.	1	ilastik	stage not stated [ilastik v1.3.3]
PMC10622895	37878724	10.1073/pnas.2307793120	PNAS	2023	A small-molecule inhibitor of TopBP1 exerts anti-MYC activity and synergy with PARP inhibitors.	1	ImageJ	stage not stated [ImageJ]
PMC10622896	37844213	10.1073/pnas.2304148120	PNAS	2023	Surface premelting of ice far below the triple point.	1	ImageJ	stage not stated [ImageJ]
PMC10622898	37874856	10.1073/pnas.2300095120	PNAS	2023	Physical mechanisms of red blood cell splenic filtration.	1	ImageJ	stage not stated [ImageJ]
PMC10622900	37871226	10.1073/pnas.2307926120	PNAS	2023	Polarizing agents beyond pentacene for efficient triplet dynamic nuclear polarization in glass matrices.	1	PySCF	stage not stated [PySCF]
